0.00566114,40,0.000141528,1,0,6
0.101,40,0.002525,1,0,6
0.011,40,0.000275,1,0,6
0.008,40,0.0002,1,0,3
0.061,40,0.001525,1,0,3
0.006,40,0.00015,1,0,3
0.008,40,0.0002,1,0,3
0.047,40,0.001175,1,0,3
0.013,40,0.000325,5,0,3
0.006,40,0.00015,5,0,3
0.008,40,0.0002,4,0,3
0.061,40,0.001525,4,0,3
0.006,40,0.00015,4,0,3
0.008,40,0.0002,4,0,3
0.047,40,0.001175,4,0,3
0.013,40,0.000325,5,0,3
0.007,40,0.000175,5,0,3
0.008,40,0.0002,4,0,3
0.064,40,0.0016,4,0,3
0.007,40,0.000175,4,0,3
0.009,40,0.000225,4,0,3
0.032,40,0.0008,4,0,3
0.032,40,0.0008,6,0,3
0.014,40,0.00035,6,0,3
0.012,40,0.0003,4,0,3
0.065,40,0.001625,4,0,3
0.007,40,0.000175,4,0,3
0.009,40,0.000225,4,0,3
0.051,40,0.001275,4,0,3
0.012,40,0.0003,4,0,3
0.006,40,0.00015,4,0,3
0.009,40,0.000225,4,0,3
0.062,40,0.00155,4,0,3
0.009,40,0.000225,4,0,3
0.008,40,0.0002,4,0,3
0.046,40,0.00115,4,0,3
0.017,40,0.000425,5,0,3
0.007,40,0.000175,5,0,3
0.008,40,0.0002,4,0,3
0.063,40,0.001575,4,0,3
0.007,40,0.000175,4,0,3
0.008,40,0.0002,4,0,3
0.042,40,0.00105,4,0,3
0.022,40,0.00055,5,0,3
0.007,40,0.000175,5,0,3
0.008,40,0.0002,4,0,3
0.062,40,0.00155,4,0,3
0.008,40,0.0002,4,0,3
0.012,40,0.0003,1,0,4
0.09,40,0.00225,1,0,4
0.008,40,0.0002,1,0,4
0.012,40,0.0003,1,0,4
0.087,40,0.002175,1,0,4
0.09,40,0.00225,1,0,4
0.012,40,0.0003,1,0,4
0.011,40,0.000275,1,0,4
0.133,40,0.003325,1,0,4
0.009,40,0.000225,1,0,4
0.01,40,0.00025,1,0,4
0.133,40,0.003325,1,0,4
0.008,40,0.0002,1,0,4
0.011,40,0.000275,1,0,4
0.007,40,0.000175,1,0,4
0.133,40,0.003325,1,0,4
0.011,40,0.000275,1,0,4
0.01,40,0.00025,1,0,4
0.131,40,0.003275,1,0,4
0.013,40,0.000325,1,0,4
0.007,40,0.000175,5,0,2
0.063,40,0.001575,5,0,2
0.007,40,0.000175,5,0,2
0.008,40,0.0002,5,0,2
0.064,40,0.0016,5,0,2
0.007,40,0.000175,5,0,2
0.007,40,0.000175,5,0,2
0.064,40,0.0016,5,0,2
0.006,40,0.00015,5,0,2
0.007,40,0.000175,6,0,2
0.029,40,0.000725,6,0,2
0.038,40,0.00095,6,0,2
0.012,40,0.0003,6,0,2
0.011,40,0.000275,6,0,2
0.065,40,0.001625,6,0,2
0.008,40,0.0002,6,0,2
0.007,40,0.000175,6,0,2
0.064,40,0.0016,6,0,2
0.007,40,0.000175,6,0,2
0.013,40,0.000325,4,0,3
0.065,40,0.001625,4,0,3
0.017,40,0.000425,4,0,3
0.044,40,0.0011,4,0,3
0.024,40,0.0006,4,0,3
0.042,40,0.00105,4,0,3
0.013,40,0.000325,4,0,3
0.014,84,0.000166667,4,1,2
0.05,84,0.000595238,4,1,2
0.072,84,0.000857143,2,1,2
0.021,84,0.00025,3,1,2
0.063,89,0.000707865,1,1,0
0.222,64,0.00346875,2,1,0
1.692,64,0.0264375,2,1,0
0.054,64,0.00084375,2,1,0
0.053,64,0.000828125,2,1,0
0.025,64,0.000390625,2,1,0
0.031,64,0.000484375,2,1,0
0.135,64,0.00210938,2,1,0
0.027,72,0.000375,3,0,0
1.479,72,0.0205417,3,0,0
0.104,72,0.00144444,3,0,0
0.494,72,0.00686111,1,0,0
0.111,72,0.00154167,4,0,0
0.17,84,0.00202381,1,0,0
0.285,89,0.00320225,1,0,3
0.014,49,0.000285714,1,0,3
