0.0144314,40,0.000360785,2,0,2
0.123,40,0.003075,2,0,2
0.011,40,0.000275,2,0,2
0.014,40,0.00035,2,0,2
0.116,40,0.0029,2,0,2
0.07,40,0.00175,2,0,2
0.062,40,0.00155,2,0,2
0.012,40,0.0003,2,0,2
0.014,40,0.00035,2,0,2
0.095,40,0.002375,2,0,2
0.11,40,0.00275,2,0,2
0.042,40,0.00105,2,0,2
0.015,40,0.000375,2,0,2
0.012,40,0.0003,2,0,2
0.042,40,0.00105,2,0,2
0.015,40,0.000375,3,0,2
0.055,40,0.001375,3,0,2
0.013,40,0.000325,2,0,2
0.035,40,0.000875,2,0,2
0.028,40,0.0007,2,0,2
0.007,40,0.000175,2,0,2
0.052,40,0.0013,3,0,2
0.013,40,0.000325,3,0,2
0.013,40,0.000325,1,0,2
0.065,40,0.001625,1,0,2
0.007,40,0.000175,1,0,2
0.007,40,0.000175,1,0,2
0.028,40,0.0007,1,0,2
0.035,40,0.000875,1,0,2
0.008,40,0.0002,1,0,2
0.008,40,0.0002,1,0,2
0.01,40,0.00025,1,0,2
0.013,40,0.000325,1,0,2
0.009,40,0.000225,1,0,2
0.031,40,0.000775,1,0,2
0.006,40,0.00015,1,0,2
0.01,40,0.00025,1,0,2
0.062,40,0.00155,1,0,2
0.006,40,0.00015,1,0,2
0.01,40,0.00025,1,0,2
0.064,40,0.0016,1,0,2
0.009,40,0.000225,1,0,2
0.008,40,0.0002,5,0,2
0.002,40,5e-05,5,0,2
0.018,40,0.00045,5,0,2
0.04,40,0.001,6,0,2
0.009,40,0.000225,6,0,2
0.007,40,0.000175,4,0,2
0.021,40,0.000525,4,0,2
0.043,40,0.001075,5,0,2
0.01,40,0.00025,5,0,2
0.01,40,0.00025,5,0,2
0.059,40,0.001475,5,0,2
0.013,40,0.000325,5,0,2
0.014,40,0.00035,3,0,2
0.065,40,0.001625,3,0,2
0.008,40,0.0002,3,0,2
0.007,40,0.000175,3,0,2
0.064,40,0.0016,3,0,2
0.007,40,0.000175,3,0,2
0.009,40,0.000225,3,0,2
0.064,40,0.0016,3,0,2
0.007,40,0.000175,3,0,2
0.007,40,0.000175,3,0,2
0.065,40,0.001625,3,0,2
0.008,40,0.0002,3,0,2
0.007,40,0.000175,3,0,2
0.065,40,0.001625,3,0,2
0.006,40,0.00015,3,0,2
0.008,40,0.0002,3,0,2
0.064,40,0.0016,3,0,2
0.007,40,0.000175,3,0,2
0.008,40,0.0002,3,0,2
0.064,40,0.0016,3,0,2
0.008,40,0.0002,3,0,2
0.008,40,0.0002,3,0,2
0.064,40,0.0016,3,0,2
0.007,40,0.000175,3,0,2
0.011,49,0.00022449,2,0,3
0.25,49,0.00510204,2,0,3
0.013,49,0.000265306,2,0,3
0.012,49,0.000244898,2,0,3
0.115,49,0.00234694,2,0,3
0.016,49,0.000326531,2,0,3
0.017,49,0.000346939,2,0,3
0.1,49,0.00204082,2,0,3
0.014,49,0.000285714,2,0,3
0.008,40,0.0002,4,0,3
0.065,40,0.001625,4,0,3
0.006,40,0.00015,4,0,3
0.01,30,0.000333333,1,0,6
0.003,30,0.0001,1,0,6
0.137,30,0.00456667,1,0,6
0.031,30,0.00103333,1,0,6
0.0202026,30,0.000673421,1,0,6
