0.0124283,25,0.000497133,1,0,7
0.091,20,0.00455,1,0,7
0.007,20,0.00035,1,0,7
0.007,40,0.000175,1,0,5
0.066,40,0.00165,1,0,5
0.012,40,0.0003,1,0,5
0.01,40,0.00025,1,0,5
0.075,40,0.001875,1,0,5
0.008,35,0.000228571,1,0,5
0.063,35,0.0018,1,0,5
0.009,35,0.000257143,1,0,5
0.002,40,5e-05,2,0,3
0.103,40,0.002575,2,0,3
0.013,40,0.000325,2,0,3
0.013,40,0.000325,2,0,3
0.013,40,0.000325,2,0,3
0.076,40,0.0019,2,0,3
0.011,40,0.000275,2,0,3
0.017,40,0.000425,2,0,3
0.02,40,0.0005,2,0,3
0.024,40,0.0006,2,0,3
0.006,40,0.00015,2,0,3
0.081,40,0.002025,2,0,3
0.011,40,0.000275,2,0,3
0.014,40,0.00035,2,0,3
0.057,40,0.001425,2,0,3
0.02,40,0.0005,2,0,3
0.147,40,0.003675,2,0,3
0.024,49,0.000489796,2,0,3
0.013,49,0.000265306,2,0,3
0.013,49,0.000265306,2,0,3
0.249,49,0.00508163,2,0,3
0.012,49,0.000244898,2,0,3
0.012,49,0.000244898,2,0,3
0.173,49,0.00353061,2,0,3
0.01,49,0.000204082,2,0,3
0.016,49,0.000326531,3,0,3
0.053,49,0.00108163,3,0,3
0.013,49,0.000265306,3,0,3
0.01,49,0.000204082,2,0,3
0.218,49,0.00444898,2,0,3
0.069,49,0.00140816,2,0,3
0.013,49,0.000265306,2,0,3
0.011,40,0.000275,2,0,3
0.133,40,0.003325,2,0,3
0.01,40,0.00025,2,0,3
0.01,40,0.00025,2,0,3
0.128,40,0.0032,2,0,3
0.01,40,0.00025,2,0,3
0.018,40,0.00045,2,0,3
0.008,40,0.0002,2,0,3
0.086,40,0.00215,2,0,3
0.042,40,0.00105,3,0,3
0.011,40,0.000275,3,0,3
0.01,40,0.00025,3,0,3
0.084,40,0.0021,3,0,3
0.047,40,0.001175,3,0,3
0.012,40,0.0003,3,0,3
0.013,40,0.000325,4,0,3
0.065,40,0.001625,4,0,3
0.017,40,0.000425,4,0,3
0.044,40,0.0011,4,0,3
0.024,40,0.0006,4,0,3
0.042,40,0.00105,4,0,3
0.013,40,0.000325,4,0,3
0.014,84,0.000166667,4,1,2
0.05,84,0.000595238,4,1,2
0.072,84,0.000857143,2,1,2
0.021,84,0.00025,3,1,2
0.063,89,0.000707865,1,1,0
0.222,64,0.00346875,2,1,0
1.692,64,0.0264375,2,1,0
0.054,64,0.00084375,2,1,0
0.053,64,0.000828125,2,1,0
0.025,64,0.000390625,2,1,0
0.031,64,0.000484375,2,1,0
0.135,64,0.00210938,2,1,0
0.027,72,0.000375,3,0,0
1.479,72,0.0205417,3,0,0
0.104,72,0.00144444,3,0,0
0.494,72,0.00686111,1,0,0
0.111,72,0.00154167,4,0,0
0.17,84,0.00202381,1,0,0
0.155,84,0.00184524,1,0,0
0.122,84,0.00145238,1,0,0
0.166,84,0.00197619,1,0,0
0.891,72,0.012375,4,0,0
0.054,72,0.00075,3,0,0
0.088,72,0.00122222,3,0,0
0.034,72,0.000472222,3,0,0
0.23,72,0.00319444,3,0,0
0.038,72,0.000527778,3,0,0
0.12,72,0.00166667,3,0,0
0.769,72,0.0106806,3,0,0
0.207,72,0.002875,4,0,0
0.667,72,0.00926389,3,0,0
0.274,72,0.00380556,2,0,0
0.535,72,0.00743056,3,0,0
0.048,72,0.000666667,3,0,0
0.303,72,0.00420833,3,0,0
0.089,72,0.00123611,4,0,0
0.236,72,0.00327778,3,0,0
0.066,72,0.000916667,3,0,0
0.118,72,0.00163889,3,0,0
0.035,72,0.000486111,3,0,0
0.184,72,0.00255556,3,0,0
0.035,72,0.000486111,3,0,0
0.231,72,0.00320833,3,0,0
0.103,72,0.00143056,3,0,0
1.353,72,0.0187917,3,0,0
0.008,72,0.000111111,3,0,0
0.012,72,0.000166667,3,0,0
0.065,72,0.000902778,2,0,0
0.008,72,0.000111111,2,0,0
0.209,72,0.00290278,2,0,0
0.084,72,0.00116667,2,0,0
0.059,72,0.000819444,3,0,0
0.037,72,0.000513889,3,0,0
0.082,72,0.00113889,3,0,0
0.027,72,0.000375,3,0,0
0.104,72,0.00144444,3,0,0
0.019,72,0.000263889,3,0,0
0.008,72,0.000111111,3,0,0
0.045,72,0.000625,3,0,0
0.01,72,0.000138889,3,0,0
0.016,72,0.000222222,3,0,0
0.063,72,0.000875,3,0,0
0.019,72,0.000263889,3,0,0
0.071,72,0.000986111,3,0,0
0.019,72,0.000263889,3,0,0
0.014,72,0.000194444,3,0,0
0.077,32,0.00240625,1,0,2
0.036,32,0.001125,1,0,2
0.09,32,0.0028125,2,0,2
0.034,32,0.0010625,2,0,2
0.027,89,0.000303371,1,0,3
0.01,89,0.00011236,1,0,3
0.003,49,6.12245e-05,2,0,3
0.03,49,0.000612245,1,0,3
0.011,49,0.00022449,1,0,3
0.007,40,0.000175,1,0,4
0.0007664,40,1.916e-05,1,0,4
