0.0124283,25,0.000497133,1,0,7
0.091,20,0.00455,1,0,7
0.007,20,0.00035,1,0,7
0.007,40,0.000175,1,0,5
0.066,40,0.00165,1,0,5
0.012,40,0.0003,1,0,5
0.007,40,0.000175,2,0,2
0.044,40,0.0011,2,0,2
0.041,40,0.001025,2,0,2
0.037,40,0.000925,2,0,2
0.012,40,0.0003,2,0,2
0.019,40,0.000475,2,0,2
0.044,40,0.0011,2,0,2
0.145,40,0.003625,2,0,2
0.007,40,0.000175,2,0,2
0.015,40,0.000375,2,0,2
0.022,40,0.00055,2,0,2
0.006,40,0.00015,2,0,2
0.002,40,5e-05,2,0,2
0.013,40,0.000325,2,0,2
0.022,40,0.00055,1,0,2
0.014,48,0.000291667,3,0,1
0.235,48,0.00489583,3,0,1
0.07,48,0.00145833,4,0,1
0.012,48,0.00025,3,0,1
0.061,48,0.00127083,3,0,1
0.013,48,0.000270833,3,0,1
0.013,48,0.000270833,3,0,1
0.159,48,0.0033125,3,0,1
0.064,48,0.00133333,4,0,1
0.019,48,0.000395833,3,0,1
0.085,48,0.00177083,3,0,1
0.053,48,0.00110417,4,0,1
0.02,48,0.000416667,4,0,1
0.026,48,0.000541667,3,0,1
0.018,48,0.000375,3,0,1
0.048,48,0.001,4,0,1
0.013,48,0.000270833,4,0,1
0.087,48,0.0018125,3,0,1
0.014,48,0.000291667,3,0,1
0.054,48,0.001125,3,0,1
0.125,48,0.00260417,3,0,1
0.115,48,0.00239583,3,0,1
0.031,48,0.000645833,4,0,1
0.036,48,0.00075,3,0,1
0.057,48,0.0011875,3,0,1
0.016,48,0.000333333,3,0,1
0.021,48,0.0004375,3,0,1
0.035,48,0.000729167,6,0,1
0.078,48,0.001625,3,0,1
0.032,48,0.000666667,3,0,1
0.008,48,0.000166667,3,0,1
0.02,48,0.000416667,3,0,1
0.018,48,0.000375,4,0,1
0.009,48,0.0001875,4,0,1
0.033,48,0.0006875,4,0,1
0.014,48,0.000291667,3,0,1
0.081,48,0.0016875,3,0,1
0.106,48,0.00220833,3,0,1
0.013,48,0.000270833,3,0,1
0.028,48,0.000583333,3,0,1
0.027,48,0.0005625,3,0,1
0.083,48,0.00172917,3,0,1
